"id","product","tags","ingredients"
"12740","Sanitarium Weetbix Wheat Biscuits Cinnamon & Coconut Gluten Free","[""Egg Free"",""Soy Free"",""Dairy Free"",""Peanut Free"",""Sesame Free""]","[""psyllium husk"",""rice bran"",""vitamins e"",""b3"",""b1"",""folate"",""cinnamon"",""sunflower oil"",""plant fibre"",""natural flavour"",""flavoured rice puffs  rice flour"",""desiccated coconut"",""b2"",""salt"",""golden syrup"",""sugar"",""wholegrain sorghum""]"
"12741","Hubbards Cereal Bran & Berry","[""Soy Free"",""Sesame Free"",""Peanut Free"",""Dairy Free"",""Egg Free"",""Tree-nut Free""]","[""flavour"",""sunflower seed"",""berry juice"",""berry containing fruit pieces  berry puree"",""caramelised sugar syrup"",""thiamin"",""barley malt extract"",""wheat flakes wheat"",""mineral iron"",""folic acid"",""bran"",""dextrose sulphites"",""blackcurrant concentrate"",""acidity regulator malic acid"",""wholemeal wheat flour"",""blackcurrant coated wheat flakes  wheat"",""bran sticks  wheat and barley"",""riboflavin"",""sultanas humectant glycerol"",""humectant glycerol"",""tripotassium citrate"",""sugar"",""bran flakes  wheat"",""wheat fibre"",""vitamins niacin"",""dried sweetened cranberries humectant glycerol"",""brown sugar"",""salt"",""natural flavour""]"
"12742","Uncle Tobys Cheerios Cereal 4 Wholegrains","[""Tree-nut Free"",""Sesame Free"",""Egg Free"",""Dairy Free"",""Peanut Free""]","[""oat"",""annatto"",""b2"",""vitamins c"",""minerals calcium"",""wheat starch"",""b1"",""corn"",""whole grain cereal  wheat"",""salt blend salt"",""acidity regulator trisodium phosphate"",""colours caramel i"",""rice"",""zinc"",""iron"",""mineral seasalts 508"",""sugar"",""folic acid"",""salts 511"",""b6"",""sunflower oil"",""niacin"",""golden syrup""]"
"12743","Sanitarium Weetbix Bites Wheat Biscuits Honey","[""Sesame Free"",""Egg Free"",""Soy Free"",""Peanut Free"",""Dairy Free""]","[""riboflavin"",""thiamin"",""honey"",""folate"",""barley malt extract"",""sugar"",""flavour"",""rice flour"",""vitamins niacin"",""coconut"",""salt"",""cereals  wholegrain wheat"",""mineral iron""]"
"12744","Real Foods Cereal Rice Flakes Gluten Free","[""Egg Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Tree-nut Free"",""Sesame Free"",""Soy Free"",""Dairy Free""]","[""brown rice flakes""]"
"12745","Be Natural Cereal 3 Nuts & Coconut","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Dairy Free""]","[""pepita"",""hazelnut"",""cashew"",""oat"",""seeds linseed"",""puffed triticale"",""barley"",""vitamin natural vitamin e"",""rye"",""salt"",""raw sugar"",""barley malt extract"",""rice"",""triticale"",""invert syrup"",""nuts  almonds"",""whole grains  wheat"",""antioxidant rosemary extract"",""wheat bran"",""coconut"",""oat fibre"",""sunflower oil"",""brown rice syrup""]"
"12747","Uncle Tobys Cereal Multigrain Honey Cheerios","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Dairy Free"",""Tree-nut Free""]","[""iron and zinc"",""b1"",""corn"",""mineral sea salts 508"",""niacin"",""acidity regulator trisodium phosphatevitamins and mineralsminerals calcium"",""511"",""whole grains  strongwheatstrong"",""nbsp sunflower oil"",""b2"",""strongoatsstrong"",""colours caramel and annatto"",""sugar"",""honey"",""rice"",""b6 and folate"",""vitamins c"",""salt blend salt"",""strong wheatstrong starch"",""flavour""]"
"12748","Uncle Tobys Cheerios Cereal 4 Wholegrains","[""Dairy Free"",""Sesame Free"",""Egg Free"",""Tree-nut Free"",""Peanut Free""]","[""oat"",""acidity regulator trisodium phosphate"",""folic acid"",""b1"",""mineral seasalts 508"",""rice"",""niacin"",""sugar"",""iron"",""zinc"",""vitamins c"",""wheat starch"",""sunflower oil"",""b2"",""b6"",""minerals calcium"",""salts 511"",""whole grain cereal  wheat"",""annatto"",""corn"",""golden syrup"",""salt blend salt"",""colours caramel i""]"
"12764","Nabisco Belvita Breakfast Bars Chocolate","[""Egg Free"",""Peanut Free"",""Tree-nut Free"",""Sesame Free""]","[""mineral salt 450"",""raisingagents 500"",""dark chocolate chips  sugar"",""milk solids  dark chocolate contains cocoa solids"",""coca butter"",""wheat starch"",""vegetable fat"",""cocoa mass"",""wholegrain spelt flour"",""cocoa powder"",""492"",""emulsifier soy lecithin"",""flavour"",""wholegrain barley flour"",""agents 503"",""emulsifiers soy lecithin"",""agents 504"",""salt"",""wholegrain oat flakes"",""472e"",""sugar"",""wholegrain rye flour"",""wholegrain cereals  wholegrain wheat flour"",""cereals  wheat flour"",""vegetable oil"",""dextrose""]"
"12765","Anathoth Farm Marmalade Breakfast","[""Soy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Tree-nut Free"",""Wheat Free"",""Peanut Free"",""Dairy Free"",""Sesame Free""]","[""lemon"",""new zealand fruit  grapefruit"",""sugar""]"
"12769","Barkers Plum Jam Black Doris","[""Peanut Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Egg Free"",""Soy Free"",""Wheat Free"",""Sesame Free""]","[""gelling agent fruit pectin"",""citric acid"",""new zealand black doris plums"",""sugar""]"
"12770","St Dalfour Marmalade Thick Cut Orange","[""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Egg Free"",""Wheat Free"",""Dairy Free"",""Peanut Free"",""Tree-nut Free""]","[""orange"",""date"",""pectin"",""lemon juice"",""fruit"",""concentrated fruit juice grape""]"
"12771","Craigs Strawberry Jam Reduced Sugar","[""Tree-nut Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Soy Free"",""Wheat Free"",""Sesame Free"",""Egg Free"",""Dairy Free""]","[""strawberries"",""preservative 202"",""sugar"",""gelling agent pectin"",""food acid citric acid""]"
"12772","Countdown Blackberry Jam","[""Soy Free"",""Wheat Free"",""Sesame Free"",""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Tree-nut Free""]","[""acidity regulator citric acid"",""reconstituted and whole blackberries"",""sugar"",""gelling agent pectin""]"
"12773","St Dalfour Strawberry Jam","[""Wheat Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Sesame Free"",""Tree-nut Free"",""Egg Free"",""Peanut Free""]","[""pineapple juice concentrate"",""lemon juice"",""strawberries"",""date"",""fruit pectin"",""grape""]"
"12831","Vegemite 40% Reduced Salt","[""Egg Free"",""Tree-nut Free"",""Sesame Free"",""Peanut Free"",""Dairy Free"",""Soy Free""]","[""flavour"",""mineral salt 508"",""humectant 422"",""colour 150c"",""vitamin b12"",""malt extract from barley"",""riboflavin"",""folate"",""yeast extract from yeast grown on barley and wheat"",""salt"",""vitamin b6"",""niacin"",""thiamine""]"
"12832","Nutella Hazelnut Spread","[""Sesame Free"",""Peanut Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Egg Free""]","[""hazelnut"",""fat reduced cocoa powder"",""flavouring vanillin"",""sugar"",""vegetable oil palm"",""skim milk powder"",""emulsifier lecithins soy""]"
"12834","Nutino Hazelnut Spread","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Wheat Free"",""Peanut Free""]","[""hazelnut"",""flavouring vanillin  milk solids  cocoa solids"",""lactose"",""emulsifier sunflower lecithin"",""skimmed milk powder"",""sugar"",""lowfat cocoa powder"",""whey powder"",""vegetable oil""]"
"12950","Mother Earth Multiflora Honey","[""Peanut Free"",""Sesame Free"",""Wheat Free"",""Egg Free"",""Tree-nut Free"",""Soy Free"",""Dairy Free"",""Gluten Free Coeliac/Celiac""]","[""multifloral honey""]"
"12951","Anathoth Farm Red Berry Jam 25% Less Sugar","[""Dairy Free"",""Soy Free"",""Wheat Free"",""Tree-nut Free"",""Sesame Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Egg Free""]","[""nz strawberry"",""raspberry juice from concentrate"",""nz redcurrant"",""fruit pectin amp lemon juice concentrate  to help the set"",""sugar"",""fruit  nz raspberry""]"
"12952","Arnotts Tiny Teddy Plain Biscuits Variety Pak","[""Tree-nut Free"",""Peanut Free"",""Sesame Free"",""Egg Free""]","[""emulsifier soy lecithin"",""soybean oil"",""sugar"",""vegetable oil soy"",""wheat flour"",""chocolate"",""cocoa mass"",""natural flavour"",""cocoa powder"",""honey"",""golden syrup"",""chocolate sugar"",""vegetable fibre"",""natural flavour 1 from milk 2 from wheat 1 from milk 2 from wheat 1 from milk 2 from wheat"",""salt"",""food colour caramel i"",""cocoa butter"",""butter cream1"",""baking powder"",""glucose2""]"
"12971","Sanitarium Up & Go Breakfast Drink Chocolate No Added Sugar","[""Wheat Free"",""Tree-nut Free"",""Egg Free"",""Soy Free"",""Peanut Free"",""Sesame Free"",""Dairy Free""]","[""flavour"",""gums 407"",""steviol glycosides"",""filtered water"",""cereal flour brown rice"",""folate"",""canola"",""vitamins c"",""b12"",""cocoa powder"",""acidity regulator 332"",""sweeteners erythritol"",""418"",""skim strongmilkstrong powder"",""salt"",""strongsoystrong protein"",""strongoatstrong"",""b6"",""vegetable fibre"",""stabiliser 452"",""gums 466"",""vegetable oils sunflower"",""b2"",""mineral calcium"",""vegetablegums 460"",""niacin"",""bl"",""flaxseed fibre""]"
"12993","Chupa Chups Lollipops Best Of Bag","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Wheat Free"",""Peanut Free"",""Tree-nut Free""]","[""flavouring"",""sugar"",""pineapple"",""malic acid"",""hydrogenated vegetable oil"",""kiwi"",""matcha green tea powder"",""citric acid"",""cocoa butter"",""whole milk powder"",""lime"",""beet red"",""whey powder"",""raspberry"",""mango"",""colour caramel iv"",""acids lactic acid"",""mix fruit puree  apple"",""lemon"",""peach"",""emulsifier lecithin"",""glucose syrup"",""blueberry"",""blackberry"",""cherry"",""strawberry"",""banana"",""orange""]"
"13014","Sanitarium Weetbix Bites Wheat Biscuits Apricot","[""Peanut Free"",""Dairy Free"",""Soy Free"",""Tree-nut Free"",""Sesame Free"",""Egg Free""]","[""flavour"",""folate"",""wheat fibre"",""invert sugar"",""honey"",""thiamin"",""barley malt extract"",""riboflavin"",""mineral iron"",""rolled oats"",""humectant glycerol"",""wholegrain cereals  wheat"",""vitamins niacin"",""sugar"",""salt"",""acid citric"",""concentrated apricot puree"",""gelling agent pectin"",""colour paprika""]"
"13016","Sanitarium Light N Tasty Cereal Berry Fruits","[""Peanut Free"",""Tree-nut Free"",""Dairy Free"",""Sesame Free"",""Egg Free"",""Soy Free""]","[""flavour"",""oat"",""gelling agent pectin"",""cereals  wholegrains  wheat"",""minerals calcium"",""honey"",""humectant glycerol"",""wheat bran"",""fruit concentrates apple"",""riboflavin"",""glucose syrup"",""cranberries"",""folate"",""iron"",""sweetened cranberries sugar"",""corn maltodextrin"",""freeze dried strawberry"",""corn"",""dextrose"",""barley malt extract"",""acid citric"",""colour sweet potato extract"",""strawberry"",""blueberry"",""vitamins niacin"",""thiamin"",""dried fruits  sultanas"",""berry  blackcurrant"",""wheat fibre"",""sugar"",""salt""]"
"13017","Sanitarium Weetbix Wheat Biscuits Multi Grain","[""Peanut Free"",""Dairy Free"",""Soy Free"",""Egg Free"",""Sesame Free""]","[""vegetable oil"",""oat"",""salt"",""sugar"",""mineral iron"",""thiamin"",""rye"",""sorghum"",""rice"",""wholegrain cereals  wheat"",""riboflavin"",""folate"",""barley malt extract"",""vitamins niacin"",""coconut"",""puffed wheat"",""honey""]"
"13018","Sanitarium Light N Tasty Cereal Apricot","[""Egg Free"",""Sesame Free"",""Dairy Free"",""Tree-nut Free"",""Peanut Free""]","[""oat"",""natural flavour"",""wheat fibre"",""dried fruits sultanas"",""mango"",""acids citric"",""minerals calcium"",""cereals  wholegrains  wheat"",""wheat gluten"",""whole wheat flour"",""iron"",""folate"",""honey"",""apricot"",""vitamins niacin"",""barley malt extract"",""wheat bran"",""glucose syrup"",""sugar"",""thiamin"",""puffed wheat"",""rice"",""maize starch"",""riboflavin"",""corn"",""humectant glycerol"",""banana"",""pineapple juice"",""invert sugar"",""acetic"",""gelling agent pectin"",""fruit purees apple"",""turmeric"",""natural sweetener stevia extract"",""salt"",""corn maltodextrin"",""natural colours annatto""]"
"13019","Hubbards Light & Right Cereal Cranberry & Almond","[""Sesame Free"",""Peanut Free"",""Egg Free"",""Dairy Free"",""Soy Free""]","[""almond"",""oat"",""mineral iron"",""sugar"",""maltodextrin"",""caramelised sugar syrup"",""cinnamon"",""folic acid"",""apple juice concentrate"",""vegetable oil"",""rice pops"",""grains  wheat"",""seeds pumpkin"",""riboflavin"",""humectant glycerol"",""vitamins niacin"",""citric acid"",""sunflower oil"",""brown sugar"",""salt"",""puffed buckwheat"",""flavour"",""desiccated coconut  sulphites"",""barley malt extract"",""dry sweetened cranberries cranberry"",""malted barley flour"",""sunflower"",""thiamin"",""dietary fibre inulin"",""pea protein"",""wheat bran""]"
"13021","Uncle Tobys Breakfast Bakes Breakfast Bars Apple & Cinnamon","[""Sesame Free"",""Dairy Free"",""Egg Free"",""Peanut Free""]","[""glycerine"",""salts 500"",""almond meal"",""mineral calcium carbonate"",""whole grain oats"",""cinnamon"",""emulsifier soy lecithin"",""wheat protein"",""chicory root fibre"",""mineralsalts 450"",""flavour"",""glucose"",""wheat"",""tapioca starch"",""brown sugar"",""honey"",""sunflower oil"",""apple preservative 223""]"
"13023","Sanitarium Cereal Honey Puffs","[""Tree-nut Free"",""Peanut Free"",""Dairy Free"",""Egg Free"",""Soy Free"",""Sesame Free""]","[""natural sweetener steviol glycoside"",""natural flavour"",""corn maltodextrin"",""acid acetic"",""salt"",""sugar"",""puffed wheat"",""honey""]"
"13025","Weight Watchers Cereal Tropical Blast","[""Soy Free"",""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free""]","[""sultana"",""banana pieces banana"",""acidity regulator 330"",""acid citric acid"",""natural flavour"",""mineral iron"",""sweetened dried papaya papaya"",""desiccated coconut"",""natural colour curcumin"",""glucose syrup"",""whole grain wheat flakes  wheat"",""salt"",""acid malic acid"",""gelling agent pectin"",""sweetened dried pineapple pineapple"",""sugar"",""folate"",""puffed wheat"",""barley malt extract"",""wheat bran sticks  wheat bran"",""vitamins niacin"",""vitamin folate  contains  whole grain cereal"",""apple juice concentrate"",""humectant glycerol"",""riboflavin"",""dextrose"",""thiamin"",""whole grain wheat"",""corn flakes  corn""]"
"13026","Sanitarium Cereal Honey Puffs Oaty Crunch","[""Sesame Free"",""Dairy Free"",""Peanut Free"",""Egg Free"",""Tree-nut Free""]","[""corn fibre"",""mineral iron"",""salt"",""thiamin"",""honey"",""barley malt extract"",""puffed wheat"",""rice flour"",""cereals  wholegrain oats"",""puffed rice"",""sugar"",""riboflavin"",""antioxidants 307b"",""vitamins niacin"",""sunflower oil emulsifier sunflower lecithin"",""antioxidants 304"",""corn maltodextrin"",""natural flavour""]"
"13027","Sanitarium Weetbix Wheat Biscuits Cranberry & Coconut","[""Egg Free"",""Soy Free"",""Dairy Free"",""Sesame Free"",""Peanut Free""]","[""oat"",""vitamins e"",""natural flavour"",""acid citric"",""sorghum"",""gelling agent pectin"",""wheat fibre"",""wholegrain cereals  wheat"",""b2"",""currants"",""humectant glycerol"",""concentrated apple puree"",""sugar"",""b3"",""salt"",""honey"",""sweetened cranberries cranberries"",""mineral iron"",""b1"",""maize starch"",""invert sugar"",""folate"",""desiccated coconut"",""rye"",""blackcurrant fruity pieces blackcurrant puree"",""vegetable oil"",""wheat bran"",""barley malt extract""]"
"13028","Nestle Milo Whole Grain Cereal High In Protein","[""Egg Free"",""Tree-nut Free"",""Peanut Free"",""Sesame Free""]","[""flavour"",""whole grain cereals  wheat"",""zinc"",""rice"",""sugar"",""wheat protein"",""b1"",""corn"",""sunflower oil"",""b3"",""formulated supplementary food base milo  malt extract rice andor barley"",""cocoa"",""b6"",""emulsifier soy lecithin"",""wheat starch"",""malt extract barley"",""vitamins and minerals minerals calcium"",""folic acid"",""vitamins c"",""salt"",""niacin"",""b12"",""iron"",""milk powder"",""choc malt blend"",""b2"",""minerals calcium""]"
"13143","Nut Brothers Peanut Butter Probiotic & Cranberry","[""Egg Free"",""Wheat Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Sesame Free""]","[""peanut"",""vegetable oil"",""sugar"",""culture probiotic"",""sweetened dried cranberries  cranberries"",""sea salt""]"
"13144","Sanitarium Peanut Butter Smooth No Added Sugar Or Salt","[""Dairy Free"",""Wheat Free"",""Sesame Free"",""Soy Free"",""Gluten Free Coeliac/Celiac"",""Egg Free""]","[""vegetable oil"",""stabiliser mono and diglyceridesnbsp"",""roasted peanuts""]"
"13145","Pics Really Good Almond Butter Double Crunch","[""Egg Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Dairy Free"",""Soy Free"",""Sesame Free"",""Peanut Free""]","[""almond"",""sea salt""]"
"13146","Fix & Fogg Almond Butter Crunchy","[""Egg Free"",""Wheat Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Dairy Free"",""Soy Free""]","[""australian dry roasted almonds"",""marlborough sea salt  we may use almonds from the united states if the australian crop is in short supply""]"
"13147","Nut Brothers Peanut Butter Super Crunchy No Added Salt","[""Dairy Free"",""Soy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Sesame Free""]","[""dry roasted peanuts""]"
"13216","Harvest Snaps Pea Snacks Original Salted","[""Sesame Free"",""Soy Free"",""Dairy Free"",""Egg Free"",""Peanut Free"",""Tree-nut Free""]","[""green pea"",""yeast extract"",""flavour enhancer 635"",""food acid 330"",""vegetable oil"",""vegetable oil with antioxidant 307b"",""original salt seasoningsugar"",""rice"",""maltodextrin"",""salt"",""mineral salt 170"",""anti caking agent 551""]"
"13278","Peanut Butter Crunchy No Salt","[""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Wheat Free"",""Egg Free"",""Dairy Free"",""Soy Free""]","[""contains peanuts""]"
"13286","Delisio Potato Chips Caramelised Onion & Balsamic","[""Peanut Free"",""Tree-nut Free"",""Egg Free"",""Dairy Free"",""Sesame Free"",""Soy Free""]","[""potato"",""flavour enhancer 621"",""vegetable oils sunflower"",""canola"",""corn starch"",""foodacids 262"",""sugar"",""salt"",""acids 330"",""mineral salt 508"",""maltodextrin""]"
"13288","Doritos Corn Chips Supreme Cheese","[""Sesame Free"",""Egg Free"",""Soy Free"",""Tree-nut Free"",""Peanut Free""]","[""antioxidants tocopherols"",""ascorbic acid"",""tomato powder"",""yeast extract"",""sunflower oil"",""salt"",""natural flavours milk"",""flavourenhancers 621"",""canola oil"",""corn"",""food acids lactic acid"",""enhancers 635"",""onion powder"",""wheat flour"",""maltodextrin"",""colours 150c"",""garlic powder"",""rosemary extract"",""mineral salt potassium chloride"",""citric acid"",""colours 110"",""spice white pepper"",""sugar"",""cheese powder milk"",""soy"",""dextrose""]"
"13292","Bluebird Burger Rings Snacks","[""Tree-nut Free"",""Sesame Free"",""Egg Free"",""Soy Free"",""Peanut Free""]","[""wheat flour"",""maltodextrin"",""rice bran"",""sugar"",""food acids citric acid"",""garlic powder"",""colours 110"",""soy"",""spices paprika"",""sodium diacetate"",""salt"",""whey powder milk"",""flavours soy"",""colours 155"",""vegetable oil"",""emulsifier 471"",""milk"",""corn"",""cayenne pepper"",""colours 102"",""hydrolysed vegetable protein wheat"",""milk powder"",""mineral salt potassium chloride""]"
"13293","Delisio Potato Chips Sweet Chilli Relish","[""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Egg Free"",""Peanut Free""]","[""flavour"",""yeast extract"",""flavour enhancer 621"",""acids 330"",""corn"",""milk powder milk"",""hydrolysed vegetable protein soy"",""vegetable oil"",""emulsifier 471"",""mineral salt 508"",""skim milk powder milk"",""tapioca starch"",""acids 327"",""rice bran"",""cheese powder milk"",""foodacids 270"",""sugar"",""salt""]"
"13294","Bluebird Thinly Cut Potato Chips Originals","[""Peanut Free"",""Sesame Free"",""Egg Free"",""Tree-nut Free"",""Gluten Free Coeliac/Celiac"",""Wheat Free"",""Soy Free"",""Dairy Free""]","[""potato"",""salt"",""canola oil"",""sunflower oil""]"
"13305","Sanitarium Up & Go Energize Breakfast Drink Choc","[""Egg Free"",""Peanut Free"",""Tree-nut Free"",""Sesame Free""]","[""flavour"",""stabiliser 452"",""mineral calcium"",""gums 466"",""corn syrup solids"",""vitamin b2"",""fructose"",""vegetablegums 460"",""vitamin b1"",""food acid 332"",""canola"",""oat flour"",""niacin"",""cane sugar"",""wheat maltodextrin"",""folate"",""vitamin a"",""gums 407"",""inulin"",""vitamins vitamin c"",""filtered water"",""skim milk powder"",""vitamin b6"",""soy protein"",""vitamin b12"",""vegetable oils sunflower"",""himaize starch"",""salt""]"
"13306","Sanitarium Up & Go Energize Breakfast Drink Coffee","[""Dairy Free"",""Tree-nut Free"",""Soy Free"",""Sesame Free"",""Egg Free"",""Peanut Free""]","[""niacin"",""salt"",""canola"",""b2"",""vitamins c"",""vegetable fibre"",""flavour"",""gums 407"",""corn"",""decaffeinated coffee powder"",""gums 466"",""fructose"",""folate"",""strongmilkstrong protein concentrate"",""vegetable oils sunflower"",""cane sugar"",""mineral calcium"",""b1"",""vegetablegums 460"",""skim strongmilkstrong powder"",""filtered water"",""strongsoystrong protein"",""maltodextrin strongwheatstrong"",""acidity regulator 332"",""stabiliser 452"",""b6"",""b12""]"
"13307","Sanitarium Up & Go Breakfast Drink Choc Ice","[""Sesame Free"",""Peanut Free"",""Egg Free"",""Dairy Free"",""Tree-nut Free"",""Soy Free""]","[""corn"",""folate"",""canola"",""fructose"",""mineral calcium"",""filtered water"",""strongsoystrong protein"",""strongoatstrong flour"",""vegetablegums 460"",""stabiliser 452"",""acidityregulator 332"",""b6"",""cane sugar"",""niacin"",""vitamins c"",""cocoa"",""gums 466"",""regulator flavours"",""maltodextrin strongwheatstrong"",""salt"",""b1"",""skim strongmilkstrong powder"",""b12"",""vegetable oils sunflower"",""b2"",""corn syrup solids"",""vegetable fibre"",""gums 407""]"
"13308","Sanitarium Up & Go Breakfast Drink Banana","[""Soy Free"",""Peanut Free"",""Egg Free"",""Tree-nut Free"",""Dairy Free"",""Sesame Free""]","[""corn syrup solids"",""canola"",""strongsoystrong protein"",""skim strongmilkstrong powder"",""fructose"",""vegetable fibre"",""folate"",""filtered water"",""mineral calcium"",""niacin"",""b6"",""cane sugar"",""b12"",""vegetablegums 460"",""b1"",""vitamins c"",""acidity regulator 332"",""corn"",""flavour"",""salt"",""maltodextrin strongwheatstrong"",""vegetable oils sunflower"",""stabiliser 452"",""gums 466"",""b2"",""strongoatstrong flour"",""gums 407""]"
"13311","Countdown Cherries Morello","[""Dairy Free"",""Egg Free"",""Wheat Free"",""Peanut Free"",""Gluten Free Coeliac/Celiac"",""Tree-nut Free"",""Soy Free"",""Sesame Free""]","[""sugar"",""morello cherry"",""acidity regulator citric acid"",""water""]"
"13312","Countdown Cherries Stoneless","[""Dairy Free"",""Wheat Free"",""Tree-nut Free"",""Gluten Free Coeliac/Celiac"",""Egg Free"",""Soy Free"",""Sesame Free"",""Peanut Free""]","[""sugar  cherries lose weight during processing"",""water"",""cherries""]"
"13314","Nestle Kit Kat Share Pack Chocolates","[""Egg Free"",""Peanut Free"",""Tree-nut Free"",""Sesame Free""]","[""milk solid"",""sugar"",""wheat flour"",""emulsifiers soy lecithin"",""choc paste milk"",""yeast"",""milk solids  rainforest alliance certified cocoa"",""476"",""salt"",""raising agent sodium bicarbonate"",""flavour  product contains  milk chocolate and  wafer fingers  milk chocolate contains minimum  cocoa solids"",""soy"",""cocoa butter"",""vegetable fat emulsifier soy lecithin"",""cocoa"",""cocoa mass"",""wheat""]"
"13318","Milky Way Chocolate Bar Fun Size","[""Sesame Free"",""Tree-nut Free"",""Peanut Free""]","[""egg white"",""less thanmilkfat"",""artificial flavornbsp"",""cocoa butter"",""soy lecithin"",""artificial flavor"",""milkfat"",""palm oil"",""skim milk"",""salt"",""chocolate"",""cocoa powder processed with alkali"",""sugar"",""corn syrup"",""barley malt extract"",""lactose"",""milk chocolate sugar""]"
"13319","Cadbury Share Pack Buzz Bar Chocolates","[""Sesame Free"",""Tree-nut Free"",""Egg Free"",""Peanut Free""]","[""milk solid"",""flavour"",""milk chocolate"",""sweetened condensed milk"",""vegetable fat"",""caramel   from milk  milk chocolate contains cocoa solids"",""water"",""cocoa mass"",""cornstarch  contains marshmallow"",""golden syrup"",""sugar"",""invert sugar"",""salt"",""476"",""gelatine"",""butter"",""sunflower lecithin"",""cocoa butter"",""glucose syrup"",""emulsifiers soy lecithin""]"
"13460","Vogels Cafe Style Muesli Toasted Berry Gf","[""Soy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Dairy Free""]","[""pumpkin seed"",""sunflower seed"",""rice bran oil"",""cornflakes corn"",""maize starch"",""natural flavour"",""sugar"",""brown sugar"",""sunflower oil"",""fruit  sultanas sultanas"",""rice flakes  rice flour"",""cottonseed oil"",""golden syrup"",""currants currants"",""sweetened dried cranberries cranberries"",""blackcurrant juice concentrate"",""salt"",""cereal  buckwheat"",""nuts amp seeds  almonds""]"
"13461","Countdown Toasted Muesli Tropical","[""Sesame Free"",""Dairy Free"",""Wheat Free"",""Soy Free"",""Egg Free"",""Peanut Free""]","[""pumpkin seed"",""sunflower seed"",""sweetened pineapple pineapple"",""caramelised sugar syrup  this product contains  whole grain"",""honey"",""canola oil"",""preservative 223"",""coconut  preservative 223"",""sweetened papaya papaya"",""brown sugar"",""whole grain oats"",""sugar"",""acidity regulator citric acid""]"
"13464","Uncle Tobys Rolled Oats","[""Soy Free"",""Peanut Free"",""Sesame Free"",""Wheat Free"",""Dairy Free"",""Tree-nut Free"",""Egg Free""]","[""uncle tobys whole grain rolled oats""]"
"13465","Macro Organic Rolled Oats","[""Wheat Free"",""Dairy Free"",""Soy Free"",""Peanut Free"",""Tree-nut Free"",""Egg Free"",""Sesame Free""]","[""this product contains 1 whole grains"",""organic whole grain oats""]"
"13466","Macro Organic Quick Oats","[""Peanut Free"",""Wheat Free"",""Egg Free"",""Soy Free"",""Tree-nut Free"",""Dairy Free"",""Sesame Free""]","[""this product contains 1 whole grains"",""organic whole grain oats""]"
"13467","Sanitarium Toasted Nut Muesli & Seeds","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Dairy Free""]","[""cashew"",""flavour"",""pumpkin"",""golden syrup"",""puffed sorghum"",""nuts  almonds"",""salt"",""canola or sunflower oil"",""puffed buckwheat"",""sugar"",""barley malt extract"",""cereals  wholegrain oats"",""seeds sunflower""]"
